jahr,geber,politikbereich,betrag,plz,name
2014,16,02,4224,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,2640,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,7040,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,4224,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,1760,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,1408,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,16,02,190884,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
2014,17,04,92381,297,Förderverein Modernes Lehren und Lernen in Schule, Aus- und Weiterbildung - Modul e. V.
2015,17,04,122497,297,Förderverein Modernes Lehren und Lernen in Schule, Aus- und Weiterbildung - Modul e. V.
2015,17,04,127060,297,Förderverein Modernes Lehren und Lernen in Schule, Aus- und Weiterbildung - Modul e. V.
2016,17,04,156540,297,Förderverein Modernes Lehren und Lernen in Schule, Aus- und Weiterbildung - Modul e. V.
2009,02,17,1200,49,Förderverein Museum Kesselhaus Herzberge e. V.
2013,02,17,600,49,Förderverein Museum Kesselhaus Herzberge e. V.
2014,02,17,1000,49,Förderverein Museum Kesselhaus Herzberge e. V.
2012,16,02,434,48,Förderverein Museum Kesselhaus Herzberge e. V.
2014,16,02,483,48,Förderverein Museum Kesselhaus Herzberge e. V.
2009,23,02,3643,49,Förderverein Museum Kesselhaus Herzberge e. V.
2009,23,02,6303,49,Förderverein Museum Kesselhaus Herzberge e. V.
2010,23,02,4438,48,Förderverein Museum Kesselhaus Herzberge e. V.
2010,23,02,525,48,Förderverein Museum Kesselhaus Herzberge e. V.
2011,23,02,1366,48,Förderverein Museum Kesselhaus Herzberge e. V.
2013,27,23,100000,415,Förderverein Naturpark Barnim e. V.
2014,27,23,100000,415,Förderverein Naturpark Barnim e. V.
2012,27,23,200000,415,Förderverein Naturpark Barnim
2012,27,23,136515,259,Förderverein Naturschutz Malchow
2011,26,23,136515,259,Förderverein Naturschutz Malchow e. V.
2013,27,23,141515,259,Förderverein Naturschutz Malchow e. V.
2014,27,23,165416,259,Förderverein Naturschutz Malchow e. V.
2016,27,23,241394,259,Förderverein Naturschutz Malchow e. V.
2010,26,23,136515,259,Förderverein Naturschutzstation Malchow e. V.
2010,02,20,180,259,Förderverein Naturschutzstation Berlin-Malchow e. V.
2011,02,20,2696,00,Förderverein Naturschutzstation Malchow e. V.
2012,02,25,84000,259,Förderverein Naturschutzstation Malchow e. V.
2014,02,25,94000,259,Förderverein Naturschutzstation Malchow e. V.
2015,02,25,94000,259,Förderverein Naturschutzstation Malchow e. V.
2016,02,13,10000,259,Förderverein Naturschutzstation Malchow e. V.
2016,02,25,98500,259,Förderverein Naturschutzstation Malchow e. V.
2009,03,14,25000,259,Förderverein Naturschutzstation Malchow e. V.
2010,03,14,32000,259,Förderverein Naturschutzstation Malchow e. V.
2011,03,14,40000,259,Förderverein Naturschutzstation Malchow e. V.
2012,03,14,50000,259,Förderverein Naturschutzstation Malchow e. V.
2013,03,14,50000,259,Förderverein Naturschutzstation Malchow e. V.
2014,03,14,70000,259,Förderverein Naturschutzstation Malchow e. V.
2014,16,02,32483,259,Förderverein Naturschutzstation Malchow e. V.
2014,16,02,8276,259,Förderverein Naturschutzstation Malchow e. V.
2009,26,23,136515,259,Förderverein Naturschutzstation Malchow e. V.
2015,27,23,183800,259,Förderverein Naturschutzstation Malchow e. V.
2009,30,09,984000,259,Förderverein Naturschutzstation Malchow e. V.
2015,03,14,70000,259,Förderverein Naturschutzstation Malchow e. V.
2016,03,14,70000,259,Förderverein Naturschutzstation Malchow e. V.
2010,02,07,400,260,Förderverein Obersee und Orankesee e. V.
2016,17,04,3731,210,Förderverein Offene Bildung Umwelt Kultur e. V.
2011,04,17,1489,08,Förderverein Papageno-Grundschule e. V.
2009,23,02,2081,34,Förderverein Pettenkofer Grundschule e. V.
2010,23,02,7525,34,Förderverein Pettenkofer Grundschule e. V.
2010,05,17,500,159,Förderverein Rixdorfer Schmiede e. V.
2011,05,04,13800,159,Förderverein Rixdorfer Schmiede e. V.
2012,16,02,10000,159,Förderverein Rixdorfer Schmiede e. V.
2010,23,02,6998,159,Förderverein Rixdorfer Schmiede e. V.
2012,05,04,14000,159,Förderverein Rixdorfer Schmiede e.V.
2010,02,17,500,262,Förderverein Schloss Hohenschönhausen e. V.
2015,02,17,1000,262,Förderverein Schloß Hohenschönhausen e. V.
2015,02,17,17000,262,Förderverein Schloß Hohenschönhausen e. V.
2016,02,17,9000,262,Förderverein Schloß Hohenschönhausen e. V.
2016,02,17,22000,262,Förderverein Schloß Hohenschönhausen e. V.
2012,16,02,118,262,Förderverein Schloß Hohenschönhausen e. V.
2015,16,02,7200,262,Förderverein Schloß Hohenschönhausen e. V.
2015,16,02,8880,262,Förderverein Schloß Hohenschönhausen e. V.
2016,16,02,8640,262,Förderverein Schloß Hohenschönhausen e. V.
2016,16,02,10656,262,Förderverein Schloß Hohenschönhausen e. V.
2009,23,02,4702,262,Förderverein Schloß Hohenschönhausen e. V.
2009,23,02,22626,262,Förderverein Schloß Hohenschönhausen e. V.
2010,23,02,6334,262,Förderverein Schloß Hohenschönhausen e. V.
2010,23,02,3662,262,Förderverein Schloß Hohenschönhausen e. V.
2011,23,02,3649,262,Förderverein Schloß Hohenschönhausen e. V.
2013,30,17,600000,262,Förderverein Schloss Hohenschönhausen e. V.
2014,30,17,1117094,262,Förderverein Schloss Hohenschönhausen e. V.
2010,30,05,133500,262,Förderverein Schloss Hohenschönhausen e. V.
2016,27,25,25590,56,Förderverein Schulemachen e. V. 'Freie Waldorfschule am Prenzlauer Berg'
2012,16,02,4400,283,Förderverein Schul-Umwelt (SUZ) e. V.
2015,16,02,8337,260,Förderverein Soziales und Bildung
2015,16,02,3973,260,Förderverein Soziales und Bildung
2015,16,02,18985,260,Förderverein Soziales und Bildung
2015,16,02,31154,260,Förderverein Soziales und Bildung
2015,16,02,27745,260,Förderverein Soziales und Bildung
2015,16,02,71347,260,Förderverein Soziales und Bildung
2015,16,02,43375,260,Förderverein Soziales und Bildung
2015,16,02,17352,260,Förderverein Soziales und Bildung
2015,16,02,8533,260,Förderverein Soziales und Bildung
2015,16,02,46777,260,Förderverein Soziales und Bildung
2015,16,02,17080,260,Förderverein Soziales und Bildung
2016,16,02,34544,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,8216,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,622,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,28017,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,19801,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,19620,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,8838,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,3758,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,803,260,Förderverein Soziales und Bildung (FSB)
2016,16,02,4370,260,Förderverein Soziales und Bildung (FSB)
2014,16,02,11967,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,8618,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,13253,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,891,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,46494,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,24180,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,14007,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,41097,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,13820,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,33708,260,Förderverein Soziales und Bildung (FSB) e. V.
2014,16,02,10606,260,Förderverein Soziales und Bildung (FSB) e. V.
2010,02,07,500,260,Förderverein Soziales und Bildung e. V.
2010,02,20,600,260,Förderverein Soziales und Bildung e. V.
2010,02,20,280,260,Förderverein Soziales und Bildung e. V.
2012,30,17,150000,56,Förderverein Staatliche Ballettschule Berlin e. V.
2013,04,23,750,74,Förderverein Stadtbibliothek Mitte e. V.
2014,04,23,21996,74,Förderverein Stadtbibliothek Mitte e. V.
2014,04,23,600,74,Förderverein Stadtbibliothek Mitte e. V.
2015,06,20,9000,278,Förderverein Stille Straße 10 e. V.
2016,06,20,6000,278,Förderverein Stille Straße 10 e. V.
2016,30,16,271000,248,Förderverein Stralauer Dorfkirche e. V.
2010,05,17,1760,157,Förderverein TO SPITI e. V.
2011,29,10,29583,94,Förderverein Unternehmerinnen- und Gründerinnenzentrum Charlottenburg-Wilmersdorf e. V.
2010,29,10,53250,94,Förderverein Unternehmerinnen- und Gründerinnenzentrum/Charlottenburg-Wilmersdorf ucw e. V.
2009,11,11,3000,223,Förderverein Wassersporthandicaps e. V.
2010,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2011,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2012,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2013,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2014,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2015,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2016,11,20,3000,223,Förderverein Wassersporthandicaps e. V.
2011,22,21,595,223,Förderverein Wassersporthandicaps e. V.
2012,22,21,1545,223,Förderverein Wassersporthandicaps e. V.
2013,22,21,1270,223,Förderverein Wassersporthandicaps e. V.
2014,22,21,1000,223,Förderverein Wassersporthandicaps e. V.
2015,22,21,1496,223,Förderverein Wassersporthandicaps e. V.
2016,22,21,1549,223,Förderverein Wassersporthandicaps e. V.
2010,22,21,928,223,Förderverein Wassersporthandicaps e.V
2009,23,02,9800,104,Förderverein Werbellinsee-Grundschule e. V.
2009,23,02,3304,104,Förderverein Werbellinsee-Grundschule e. V.
2010,23,02,9874,104,Förderverein Werbellinsee-Grundschule e. V.
2010,23,02,2661,104,Förderverein Werbellinsee-Grundschule e. V.
2011,23,02,2186,104,Förderverein Werbellinsee-Grundschule e. V.
2013,03,17,1800,248,Förderverein Wilhelm-von Siemens-Gymnasium
2014,10,17,1500,104,Förderverein zum Gedenken an die Nazi-Verbrechen um und auf dem Tempelhofer Flugfeld e. V.
2011,10,17,1470,104,Förderverein zum Gedenken an die Nazi-Verbrechen um und auf dem Tempelhofer Flugfeld e. V.
2014,10,17,1500,104,Förderverein zum Gedenken an die Nazi-Verbrechen um und auf dem Tempelhofer Flugfeld e. V.
2015,17,04,3212,104,Förderverein zum Gedenken an die Nazi-Verbrechen um und auf dem Tempelhofer Flugfeld e. V.
2014,16,02,3619,49,Förderverein zur Gründung einer Stiftung zur Verbesserung der Lebensumstände von Patienten mit dem Locked-in Syndrom e. V.
2012,20,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2013,20,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2014,20,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2015,20,20,33997,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2009,23,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2010,23,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2011,23,20,35232,168,Fördervereinigung für das Werkhaus Anti-Rost e. V.
2013,20,20,10545,167,Förderzentrum Autismus e. V.
2014,20,20,15666,167,Förderzentrum Autismus e. V.
2010,23,20,7994,167,Förderzentrum Autismus e. V.
2011,23,20,14824,167,Förderzentrum Autismus e. V.
2012,20,20,11605,167,Förderzentrum Autismus e.V.
2015,20,20,17890,167,Förderzentrum Autismus e.V.
2016,20,20,19420,167,Förderzentrum Autismus e.V.
2011,29,28,5000,143,Forelle media GmbH
2009,29,28,18450,62,form4 GmbH & Co. KG
2011,05,10,5582,139,Formatwechsel - Medienwerkstatt e. V.
2009,05,10,10000,145,Formatwechsel e. V.
2010,05,10,7500,145,Formatwechsel e. V. - Medienwerkstatt
2013,00,17,250,95,formDDR e. V.
2016,28,28,12880,268,formfreun.de Produktion GmbH
2012,28,28,370991,82,Forschungs- und Anwendungsverbund Verkehrssystemtechnik (FAV) Berlin / Technologiestiftung Innovationszentrum Berlin (TSB) RIBB
2014,28,28,5000,134,Forschungs- und Dokumentationszentrum Chile-Lateinamerika e. V.
2015,28,28,5000,134,Forschungs- und Dokumentationszentrum Chile-Lateinamerika e. V.
2013,28,28,5000,134,Forschungs- und Dokumentationszentrum Chile-Lateinamerika e. V. (FDCL)
2013,28,28,5000,134,Forschungs- und Dokumentationszentrum Chile-Lateinamerika e. V. (FDCL)
2012,16,02,369,49,Forschungs- und Gedenkstätte Normannenstraße - ASTAK e. V.
2010,23,02,450,49,Forschungs- und Gedenkstätte Normannenstraße - ASTAK e. V.
2010,23,02,4625,49,Forschungs- und Gedenkstätte Normannenstraße - ASTAK e. V.
2010,23,02,16394,49,Forschungs- und Gedenkstätte Normannenstraße - ASTAK e. V.
2011,23,02,6132,49,Forschungs- und Gedenkstätte Normannenstraße - ASTAK e. V.
2012,28,28,5000,134,Forschungs- und Informationszentrum Chile Lateinamerika e. V.
2013,17,00,1279830,217,Forschungsverbund Berlin - Ferdinand-Braun-Institut
2014,17,09,1069725,217,Forschungsverbund Berlin - Ferdinand-Braun-Institut
2013,17,00,1262641,217,Forschungsverbund Berlin - Max-Born-Institut
2014,17,09,1031022,217,Forschungsverbund Berlin - Max-Born-Institut
2009,29,28,275200,217,Forschungsverbund Berlin e. V.
2009,29,28,319003,217,Forschungsverbund Berlin e. V.
2009,29,28,272959,217,Forschungsverbund Berlin e. V.
2010,29,28,374975,217,Forschungsverbund Berlin e. V.
2010,29,28,332390,217,Forschungsverbund Berlin e. V.
2010,29,28,557593,217,Forschungsverbund Berlin e. V.
2013,27,25,71460,217,Forschungsverbund Berlin e. V. (Leibniz-Institut für Gewässerökologie und Binnenfischerei Berlin IGB-Berlin)
2014,27,25,144960,217,Forschungsverbund Berlin e. V. (Leibniz-Institut für Gewässerökologie und Binnenfischerei Berlin IGB-Berlin)
2015,27,25,57539,217,Forschungsverbund Berlin e. V. (Leibniz-Institut für Gewässerökologie und Binnenfischerei Berlin IGB-Berlin)
2009,18,09,80647934,217,Forschungsverbund Berlin e. V. (FVB)
2009,18,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2010,18,09,78737200,217,Forschungsverbund Berlin e. V. (FVB)
2010,18,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2009,18,09,64640,217,Forschungsverbund Berlin e. V. (FVB)
2009,18,09,5021000,217,Forschungsverbund Berlin e. V. (FVB)
2010,18,09,89580,217,Forschungsverbund Berlin e. V. (FVB)
2012,28,09,86131900,217,Forschungsverbund Berlin e. V. (FVB)
2012,28,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2013,28,09,87671200,217,Forschungsverbund Berlin e. V. (FVB)
2013,28,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,09,91820900,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2015,28,09,94970000,217,Forschungsverbund Berlin e. V. (FVB)
2015,28,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2016,28,09,97658100,217,Forschungsverbund Berlin e. V. (FVB)
2016,28,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2012,28,09,99900,217,Forschungsverbund Berlin e. V. (FVB)
2012,28,09,90510,217,Forschungsverbund Berlin e. V. (FVB)
2013,28,09,99900,217,Forschungsverbund Berlin e. V. (FVB)
2013,28,09,90000,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,09,23017,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,09,86400,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,09,45000,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,28,381530,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,28,204750,217,Forschungsverbund Berlin e. V. (FVB)
2014,28,28,397166,217,Forschungsverbund Berlin e. V. (FVB)
2015,28,09,99900,217,Forschungsverbund Berlin e. V. (FVB)
2015,28,28,389003,217,Forschungsverbund Berlin e. V. (FVB)
2016,28,09,45950,217,Forschungsverbund Berlin e. V. (FVB)
2016,28,09,70000,217,Forschungsverbund Berlin e. V. (FVB)
2011,29,09,82622165,217,Forschungsverbund Berlin e. V. (FVB)
2011,29,09,997927,217,Forschungsverbund Berlin e. V. (FVB)
2011,29,09,90580,217,Forschungsverbund Berlin e. V. (FVB)
2011,29,09,77500,218,Forschungsverbund Berlin e. V. (FVB)
2012,28,28,183426,217,Forschungsverbund Berlin e.V.
2012,28,28,159800,217,Forschungsverbund Berlin e.V.
2010,22,19,35000,22,Forschungsverbund SED-Staat -Freie Universität Berlin
2013,16,02,124999,96,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2013,16,02,118410,96,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2009,23,02,4875,33,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2009,23,02,5276,33,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2009,23,02,4894,33,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2009,23,02,1961,33,Fortbildungsakademie der Wirtschaft (FAW) gGmbH
2012,27,25,5000,135,Fortbildungsinstitut für die pädagogische Praxis
2012,16,02,610,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,6450,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,6470,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,6480,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,6100,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9720,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,678,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,7200,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,10478,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9720,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9719,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9720,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,878,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,1398,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,641,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,720,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,214,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,288,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,540,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,3420,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,517,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,665,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,9700,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,2658,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,26800,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,12960,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,12900,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,12900,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2012,16,02,12900,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2013,16,02,7198,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2013,16,02,7198,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2013,16,02,7198,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
2013,16,02,7198,139,Fortbildung-Umschulung-Beratung Gesellschaft mbH
