jahr,geber,politikbereich,betrag,plz,name
2010,23,02,1403,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2010,23,20,23175,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2010,23,02,45083,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2010,23,02,17781,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2010,23,02,2098,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2011,23,02,3770,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2011,23,02,3152,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2011,23,02,10877,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2011,23,02,1834,62,Förderverein der Gehörlosen der neuen Bundesländer e. V.
2016,16,02,9356,62,Förderverein der Gehörlosen e. V.
2016,16,02,31743,62,Förderverein der Gehörlosen e. V.
2016,16,02,5847,62,Förderverein der Gehörlosen e. V.
2016,16,02,10281,62,Förderverein der Gehörlosen e. V.
2009,15,17,3870,35,Förderverein der Georg-Weerth-OS e. V.
2012,04,23,1500,295,Förderverein der Gesundbrunnen-Grundschule e. V.
2013,04,23,1400,295,Förderverein der Gesundbrunnen-Grundschule e. V.
2015,04,23,3500,295,Förderverein der Gesundbrunnen-Grundschule e. V.
2014,11,04,2000,221,Förderverein der Grundschule am Berg e. V.
2015,09,17,3000,360,Förderverein der Grundschule am Buschgraben
2009,07,14,15331,305,Förderverein der Hannah-Höch-Grundschule
2010,07,14,8943,305,Förderverein der Hannah-Höch-Grundschule
2014,04,23,2950,74,Förderverein der Hedwig-Dohm-Oberschule e. V.
2016,07,14,4997,299,Förderverein der Hermann-Schulz-Schule e. V.
2012,05,04,18433,203,Förderverein der Hermann-von-Helmholtz-Schule
2013,05,04,21064,203,Förderverein der Hermann-von-Helmholtz-Schule e.V.
2013,08,16,1000,336,Förderverein der Jugendgeschichtswerkstatt e. V.
2011,03,14,2310,239,Förderverein der Kiekemal-Grundschule e. V.
2010,08,04,500,328,Förderverein der Klosterfeld-Grundschule Spandau e. V.
2011,03,14,2540,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2011,03,14,2990,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2012,03,14,2540,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2012,03,14,3380,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2013,03,14,3500,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2014,03,14,4100,240,Förderverein der Konrad-Wachsmann-Oberschule e. V.
2011,10,04,2000,168,Förderverein der Lindenhof-Grundschule e. V.
2016,02,04,1000,262,Förderverein der Manfred-von-Ardenne-Schule e. V.
2010,15,17,7400,74,Förderverein der Moses-Mendelssohn-Oberschule
2011,11,17,3000,233,Förderverein der Müggelsee-Schule
2015,11,17,3000,233,Förderverein der Müggelsee-Schule e. V.
2012,16,02,1404,143,Förderverein der Nürtingen - Grundschule e. V.
2010,23,02,7183,143,Förderverein der Nürtingen - Grundschule e. V.
2011,23,02,2526,143,Förderverein der Nürtingen - Grundschule e. V.
2009,23,02,7005,143,Förderverein der Nürtingen-Grundschule e. V.
2009,23,02,6295,143,Förderverein der Nürtingen-Grundschule e. V.
2009,23,02,2920,143,Förderverein der Nürtingen-Grundschule e. V.
2010,23,02,3502,143,Förderverein der Nürtingen-Grundschule e. V.
2010,23,02,1573,143,Förderverein der Nürtingen-Grundschule e. V.
2015,03,14,3500,246,Förderverein der Peter-Pan-Grundschule e. V.
2009,23,02,19112,138,Förderverein der Robert-Koch-Oberschule e. V.
2009,23,02,4556,138,Förderverein der Robert-Koch-Oberschule e. V.
2010,23,02,4489,138,Förderverein der Robert-Koch-Oberschule e. V.
2010,23,02,3256,138,Förderverein der Robert-Koch-Oberschule e. V.
2010,02,04,1018,50,Förderverein der Schule am Rathaus, Berlin-Lichtenberg
2012,04,23,900,74,Förderverein der Stadtbibliothek Mitte e. V.
2010,11,04,1500,229,Förderverein der Wendenschloß-Schule e. V.
2012,15,17,12612,167,Förderverein der Werner-Stephan-Oberschule (e. V.)
2012,16,02,4060,295,Förderverein der Willy-Brandt-Oberschule e. V.
2014,02,04,1000,263,Förderverein des Barnim Gymnasium e. V.
2016,17,04,3475,263,Förderverein des Barnim-Gymnasiums e. V.
2010,15,17,11000,353,Förderverein des Chores Berliner Bach Akademie e. V.
2013,15,17,25000,353,Förderverein des Chores Berliner Bach Akademie e. V.
2014,15,17,10000,353,Förderverein des Chores Berliner Bach Akademie e. V.
2015,15,17,10000,353,Förderverein des Chores Berliner Bach Akademie e. V.
2016,15,17,10715,353,Förderverein des Chores Berliner Bach Akademie e. V.
2011,15,17,20000,353,Förderverein des Chores Berliner Bachakademie e. V.
2012,15,17,10000,353,Förderverein des Chores Berliner Bachakademie e. V.
2015,04,23,3500,290,Förderverein des Deutsch-Französischen Kindergartens e. V.
2011,11,04,1000,212,Förderverein des Treptow-Kollegs
2014,03,17,1900,248,Förderverein des Wilhelm-von-Siemens-Gymnasium e. V.
2015,03,17,1950,248,Förderverein des Wilhelm-von-Siemens-Gymnasium e. V.
2016,03,17,1950,248,Förderverein des Wilhelm-von-Siemens-Gymnasiums e. V.
2014,01,23,17000,143,Förderverein Eberhard-Klein-OS
2012,16,02,6686,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2009,23,02,11751,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2009,23,02,8177,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2009,23,02,1950,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2010,23,02,5951,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2011,23,02,13492,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2011,23,02,7793,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2011,23,02,9059,306,Förderverein Emil-Fischer-Schule, Verein zur Förderung der Ausbildung an der Emil-Fischer-Schule
2013,16,02,4305,08,Förderverein Europäische Frauenakademie der Künste und Wissenschaften in Berlin- Brandenburg e. V.
2013,11,17,3030,210,Förderverein Figurentheater Grashüpfer e. V.
2014,11,17,18800,210,Förderverein Figurentheater Grashüpfer e. V.
2015,11,17,18800,210,Förderverein Figurentheater Grashüpfer e. V.
2009,11,17,500,210,Förderverein Figurentheater Grashüpfer e. V.
2009,11,17,2388,210,Förderverein Figurentheater Grashüpfer e. V.
2010,11,17,1900,210,Förderverein Figurentheater Grashüpfer e. V.
2011,11,17,2000,210,Förderverein Figurentheater Grashüpfer e. V.
2012,11,17,3252,210,Förderverein Figurentheater Grashüpfer e. V.
2013,11,17,2884,210,Förderverein Figurentheater Grashüpfer e. V.
2014,11,17,3500,210,Förderverein Figurentheater Grashüpfer e. V.
2015,11,17,1913,210,Förderverein Figurentheater Grashüpfer e. V.
2016,11,17,3644,210,Förderverein Figurentheater Grashüpfer e. V.
2016,11,17,18000,210,Förderverein Figurentheater Grashüpfer e. V.
2013,15,17,5814,210,Förderverein Figurentheater Grashüpfer e. V.
2013,16,02,4306,210,Förderverein Figurentheater Grashüpfer e. V.
2014,16,02,3898,210,Förderverein Figurentheater Grashüpfer e. V.
2015,27,23,322000,201,Förderverein Freilandlabor Britz e. V.
2011,11,17,1000,223,Förderverein Freiwillige Feuerwehr Rauchfangswerder
2012,05,04,17704,157,Förderverein Freunde der Konrad-Agahd-Grundschule e.V.
2012,05,04,5000,160,Förderverein Freunde der Sonnen-Grundschule Berlin-Neukölln e.V.
2014,16,10,3483,53,Förderverein Friedensfestival Berlin e. V.
2010,02,04,804,42,Förderverein Friedrichsfelder Grundschule e. V.
2009,04,04,9590,107,Förderverein Fritzlar-Homberg-Grundschule
2012,16,02,9040,259,Förderverein für arbeitslose Jugendliche e. V.
2013,16,02,4895,259,Förderverein für arbeitslose Jugendliche e. V.
2013,16,02,156123,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,4356,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,6468,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,6600,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,8931,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,5390,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,7821,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,6693,259,Förderverein für arbeitslose Jugendliche e. V.
2014,16,02,60003,259,Förderverein für arbeitslose Jugendliche e. V.
2010,23,02,9064,259,Förderverein für arbeitslose Jugendliche e. V.
2010,23,02,14600,259,Förderverein für arbeitslose Jugendliche e. V.
2011,23,02,58030,259,Förderverein für arbeitslose Jugendliche e. V.
2016,16,02,3890,259,Förderverein für arbeitslose Jugendliche e.V.
2016,16,02,4161,259,Förderverein für arbeitslose Jugendliche e.V.
2016,16,02,1714,259,Förderverein für arbeitslose Jugendliche e.V.
2016,16,02,1769,259,Förderverein für arbeitslose Jugendliche e.V.
2016,16,02,13119,259,Förderverein für arbeitslose Jugendliche e.V.
2012,16,02,3288,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2013,16,02,7216,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2014,16,02,722,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2009,23,02,8166,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2009,23,02,4510,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2010,23,02,9296,31,Förderverein für generationsübergreifende Existenzgründungen e. V.
2012,17,14,2991,31,Förderverein für Jugend und Sozialarbeit
2012,17,14,199714,31,Förderverein für Jugend und Sozialarbeit
2013,17,00,196988,31,Förderverein für Jugend und Sozialarbeit
2016,17,14,161807,31,Förderverein für Jugend und Sozialarbeit
2016,17,14,72657,31,Förderverein für Jugend und Sozialarbeit
2009,03,14,80000,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,03,14,73815,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,03,14,4000,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,03,14,4000,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,16,02,6766,31,Förderverein für Jugend und Sozialarbeit e. V.
2015,16,02,3233,31,Förderverein für Jugend und Sozialarbeit e. V.
2012,17,14,5575,31,Förderverein für Jugend und Sozialarbeit e. V.
2012,17,14,3758,31,Förderverein für Jugend und Sozialarbeit e. V.
2012,17,14,150831,31,Förderverein für Jugend und Sozialarbeit e. V.
2012,17,14,66468,31,Förderverein für Jugend und Sozialarbeit e. V.
2013,17,14,156406,31,Förderverein für Jugend und Sozialarbeit e. V.
2013,17,14,70226,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,17,14,157669,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,17,14,70796,31,Förderverein für Jugend und Sozialarbeit e. V.
2014,17,14,185000,31,Förderverein für Jugend und Sozialarbeit e. V.
2015,17,14,60000,31,Förderverein für Jugend und Sozialarbeit e. V.
2015,17,14,158945,31,Förderverein für Jugend und Sozialarbeit e. V.
2015,17,14,71372,31,Förderverein für Jugend und Sozialarbeit e. V.
2009,18,14,150831,31,Förderverein für Jugend und Sozialarbeit e. V.
2009,18,14,66468,31,Förderverein für Jugend und Sozialarbeit e. V.
2009,18,14,46551,31,Förderverein für Jugend und Sozialarbeit e. V.
2010,18,14,150831,31,Förderverein für Jugend und Sozialarbeit e. V.
2010,18,14,66468,31,Förderverein für Jugend und Sozialarbeit e. V.
2010,18,14,46551,31,Förderverein für Jugend und Sozialarbeit e. V.
2011,18,14,150831,31,Förderverein für Jugend und Sozialarbeit e. V.
2011,18,14,66468,31,Förderverein für Jugend und Sozialarbeit e. V.
2011,18,14,22951,31,Förderverein für Jugend und Sozialarbeit e. V.
2009,23,02,4359,31,Förderverein für Jugend und Sozialarbeit e. V.
2009,23,02,1452,31,Förderverein für Jugend und Sozialarbeit e. V.
2010,23,02,3776,31,Förderverein für Jugend und Sozialarbeit e. V.
2010,03,14,80000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2010,03,14,10150,31,Förderverein für Jugend- und Sozialarbeit e. V.
2010,03,14,8000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2011,03,14,80000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2011,03,14,4000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2011,03,14,3480,31,Förderverein für Jugend- und Sozialarbeit e. V.
2012,03,14,70000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2012,03,14,1600,31,Förderverein für Jugend- und Sozialarbeit e. V.
2013,03,14,70000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2013,03,14,2000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2013,03,14,5000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2013,03,14,4000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2016,03,14,76000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2015,03,14,76000,31,Förderverein für Jugend- und Sozialarbeit e. V.
2009,00,11,9138,343,Förderverein für psychisch Kranke der Psychiatrischen Klinik der FU Berlin e. V.
2009,23,02,4170,343,Förderverein für psychisch Kranke der Psychiatrischen Klinik der FU Berlin e. V.
2010,23,02,5049,343,Förderverein für psychisch Kranke der Psychiatrischen Klinik der FU Berlin e. V.
2013,13,04,73300,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Kommunismus/Stalinismus e. V.
2014,13,04,73200,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Kommunismus/Stalinismus e. V.
2015,13,04,74300,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Kommunismus/Stalinismus e. V.
2016,13,04,74900,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Kommunismus/Stalinismus e. V.
2012,13,04,56800,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Kommunismus/Stalinismus e.V.
2009,13,04,53000,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Stalinismus e. V.
2010,13,04,53700,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Stalinismus e. V.
2011,13,04,56093,22,Förderverein Gedenkbibliothek zu Ehren der Opfer des Stalinismus e. V.
2016,05,02,19992,157,Förderverein Gemeinschaftshaus Morus 14 e. V.
2009,22,19,34534,157,Förderverein Gemeinschaftshaus Morus 14 e. V.
2014,16,02,6179,223,Förderverein Grünauer Schule e. V.
2015,16,02,1819,223,Förderverein Grünauer Schule e. V.
2012,16,02,1976,223,Förderverein Grünauer Wassersportmuseum e. V.
2009,23,02,6274,223,Förderverein Grünauer Wassersportmuseum e. V.
2010,23,02,6845,223,Förderverein Grünauer Wassersportmuseum e. V.
2011,23,02,10780,223,Förderverein Grünauer Wassersportmuseum e. V.
2009,15,17,3150,104,Förderverein Grundschule am Barbarossaplatz e. V.
2009,03,17,10000,239,Förderverein Gutshaus Mahlsdorf e. V.
2010,03,17,10000,239,Förderverein Gutshaus Mahlsdorf e. V.
2011,03,17,10000,239,Förderverein Gutshaus Mahlsdorf e. V.
2012,03,17,10000,239,Förderverein Gutshaus Mahlsdorf e. V.
2014,03,17,13000,239,Förderverein Gutshaus Mahlsdorf e. V.
2009,26,05,37457,239,Förderverein Gutshaus Mahlsdorf e. V.
2010,26,05,2500,239,Förderverein Gutshaus Mahlsdorf e. V.
2009,30,17,100000,239,Förderverein Gutshaus Mahlsdorf e. V.
2010,30,17,120000,239,Förderverein Gutshaus Mahlsdorf e. V.
2013,30,17,50000,239,Förderverein Gutshaus Mahlsdorf e. V.
2016,30,17,111100,239,Förderverein Gutshaus Mahlsdorf e. V.
2013,03,17,10000,239,Förderverein Gutshaus Mahlsdorf e.V.
2014,04,23,520,22,Förderverein GutsMuths-Schule e. V.
2015,04,23,600,22,Förderverein GutsMuths-Schule e. V.
2016,04,23,2000,22,Förderverein GutsMuths-Schule e. V.
2012,04,23,734,22,Förderverein GutsMuths-Schule Mitte e. V.
2014,07,14,18750,313,Förderverein Halle MV e. V.
2015,07,14,14925,313,Förderverein Halle MV e. V.
2016,07,14,14705,313,Förderverein Halle MV e. V.
2013,07,14,15181,313,Förderverein Halle MV e.V.
2011,09,17,2800,175,Förderverein Haus der Jugend Zehlendorf e. V.
2009,08,20,10000,333,Förderverein Heerstraße Nord e. V.
2009,08,20,8292,333,Förderverein Heerstraße Nord e. V.
2012,20,20,16735,333,Förderverein Heerstraße Nord e. V.
2012,20,20,8916,333,Förderverein Heerstraße Nord e. V.
2012,20,20,120000,333,Förderverein Heerstraße Nord e. V.
2013,20,20,17461,333,Förderverein Heerstraße Nord e. V.
2013,20,20,124050,333,Förderverein Heerstraße Nord e. V.
2014,20,20,15445,333,Förderverein Heerstraße Nord e. V.
2014,20,20,122553,333,Förderverein Heerstraße Nord e. V.
2015,20,20,19333,333,Förderverein Heerstraße Nord e. V.
2015,20,20,133608,333,Förderverein Heerstraße Nord e. V.
2016,20,20,26700,333,Förderverein Heerstraße Nord e. V.
2016,20,20,295007,333,Förderverein Heerstraße Nord e. V.
2009,23,20,13230,333,Förderverein Heerstraße Nord e. V.
2009,23,20,16815,333,Förderverein Heerstraße Nord e. V.
2011,23,20,18693,333,Förderverein Heerstraße Nord e. V.
2011,23,20,15975,333,Förderverein Heerstraße Nord e. V.
2013,16,02,3095,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2009,23,02,3504,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2009,23,02,13865,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2010,23,02,10000,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2010,23,02,6857,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2010,23,02,43780,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2011,23,02,29961,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2011,30,17,31800,350,Förderverein historisches Gatow im Museumsdorf Gatow e. V.
2012,01,17,4000,134,Förderverein House of Life e. V.
2013,04,23,1750,291,Förderverein INA.KINDER.GARTEN im Virchow-Klinikum e. V.
2015,04,23,2650,291,Förderverein INA.KINDER.GARTEN im Virchow-Klinikum e. V.
2015,27,05,6000,42,Förderverein Invalidenfriedhof e. V.
2016,27,05,30000,42,Förderverein Invalidenfriedhof e. V.
2012,30,17,99100,42,Förderverein Invalidenfriedhof e. V.
2009,15,17,90000,82,Förderverein jazzwerkstatt Berlin-Brandenburg e. V.
2009,15,17,120000,85,Förderverein jazzwerkstatt Berlin-Brandenburg e. V.
2010,15,17,120000,85,Förderverein Jazzwerkstatt Berlin-Brandenburg e. V.
2015,01,04,19790,145,Förderverein JN-GS
2016,01,04,19790,145,Förderverein JN-GS
2015,15,17,1540,77,Förderverein Keramik-Museum Berlin
2016,15,17,1536,77,Förderverein Keramik-Museum Berlin
2010,15,17,14049,77,Förderverein Keramik-Museum Berlin e. V.
2010,15,17,1540,85,Förderverein Keramik-Museum Berlin e. V.
2012,15,17,8261,77,Förderverein Keramik-Museum Berlin e. V.
2016,00,17,500,427,Förderverein Keramik-Museum e. V.
2010,11,20,350,402,Förderverein KIETZKLUB Rahnsdorf e. V.
2011,11,20,200,402,Förderverein Kiezklub Rahnsdorf e. V.
2016,11,14,170,234,Förderverein Kiezklub Rahnsdorf e. V.
2011,01,04,8090,143,Förderverein Kinder- und Jugendprojekte Kreuzberg e. V.
2014,01,04,15000,139,Förderverein Kinder- und Jugendprojekte Kreuzberg e. V.
2014,04,17,12400,291,Förderverein Kindermusiktheater Atze e. V.
2014,04,17,3000,291,Förderverein Kindermusiktheater Atze e. V.
2015,04,17,3000,291,Förderverein Kindermusiktheater Atze e. V.
2015,04,17,12400,291,Förderverein Kindermusiktheater Atze e. V.
2012,16,02,140,291,Förderverein Kindermusiktheater ATZE e. V.
2009,23,02,1772,291,Förderverein Kindermusiktheater ATZE e. V.
2009,23,02,4086,291,Förderverein Kindermusiktheater ATZE e. V.
2009,23,02,4087,291,Förderverein Kindermusiktheater ATZE e. V.
2009,23,02,1750,291,Förderverein Kindermusiktheater ATZE e. V.
2010,23,02,2479,291,Förderverein Kindermusiktheater ATZE e. V.
2010,23,02,4554,291,Förderverein Kindermusiktheater ATZE e. V.
2009,23,02,7673,10,Förderverein Kindersportstiftung BB e. V.
2010,23,02,4990,10,Förderverein Kindersportstiftung BB e. V.
2015,01,04,56250,139,Förderverein Kinder-u. Jugendprojekte Kreuzberg e. V.
2016,01,04,56250,139,Förderverein Kinder-u. Jugendprojekte Kreuzberg e. V.
2009,15,17,7800,283,Förderverein Klecks-Schule e. V.
2012,04,17,5000,12,Förderverein Klosterruine e. V.
2013,04,17,5000,12,Förderverein Klosterruine e. V.
2014,01,17,2745,78,Förderverein Kunst im Kontext e. V.
2010,15,17,11100,78,FÖRDERVEREIN KUNST IM KONTEXT e. V.
2012,15,17,5000,78,Förderverein Kunst im Kontext e. V.
2014,17,04,30000,78,Förderverein Kunst im Kontext e. V.
2015,17,04,30000,78,FÖRDERVEREIN KUNST IM KONTEXT e. V.
2016,17,04,31440,78,FÖRDERVEREIN KUNST IM KONTEXT e. V.
2009,15,17,9000,155,Förderverein Kurt-Löwenstein-Oberschule e. V.
2014,16,02,8166,42,Förderverein Landschaftspark Herzberge e. V.
2012,16,02,509,220,Förderverein Landschaftspark Johannisthal / Adlershof e. V.
2009,23,02,6432,217,Förderverein Landschaftspark Johannisthal / Adlershof e. V.
2010,23,02,7017,220,Förderverein Landschaftspark Johannisthal / Adlershof e. V.
2010,02,07,490,263,Förderverein Landschaftspark Nordost e. V.
2010,02,07,920,263,Förderverein Landschaftspark Nordost e. V.
2012,16,02,6661,263,Förderverein Landschaftspark Nordost e. V.
2013,16,02,16653,263,Förderverein Landschaftspark Nordost e. V.
2013,16,02,12918,263,Förderverein Landschaftspark Nordost e. V.
2014,16,02,8322,263,Förderverein Landschaftspark Nordost e. V.
2009,23,02,6757,263,Förderverein Landschaftspark Nordost e. V.
2009,23,02,13052,263,Förderverein Landschaftspark Nordost e. V.
2009,23,02,19183,263,Förderverein Landschaftspark Nordost e. V.
2009,23,02,520,263,Förderverein Landschaftspark Nordost e. V.
2010,23,02,614,263,Förderverein Landschaftspark Nordost e. V.
2010,23,02,15902,263,Förderverein Landschaftspark Nordost e. V.
2010,23,02,25577,263,Förderverein Landschaftspark Nordost e. V.
2011,23,02,6307,263,Förderverein Landschaftspark Nordost e. V.
2011,23,02,6661,263,Förderverein Landschaftspark Nordost e. V.
2011,11,04,1300,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,04,2000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,04,500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,14,1530,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,14,2400,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,20,3500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,20,400,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,750,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,1500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,800,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,530,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,800,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,800,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,540,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,1500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,11,25,1549,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2012,11,25,7263,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2013,11,25,13095,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,04,2918,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,04,697,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,06,3500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,14,470,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,25,4553,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,25,4800,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,11,25,550,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,04,500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,04,700,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,13,2630,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,14,850,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,14,200,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,25,1869,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,25,2800,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,25,1000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,11,29,500,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2016,11,07,200,228,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2016,11,14,2000,228,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2016,11,25,18272,228,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2012,16,02,3886,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2013,16,02,5000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2009,23,02,6496,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2009,23,02,6486,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2009,23,02,14913,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2009,23,02,7244,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,7795,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,5772,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,11781,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,8692,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,2900,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2010,23,02,21725,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,23,02,1234,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,23,02,1376,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2011,23,02,24629,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2012,28,28,1850,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2013,28,28,2000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2014,28,28,2000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,28,28,2000,229,Förderverein Lokale Agenda 21 Treptow-Köpenick e. V.
2015,02,04,500,262,Förderverein Manfred-von-Ardenne-Schule e. V.
2011,05,17,2325,204,Förderverein Matthias-Claudius-Schule
2013,06,17,3000,283,Förderverein Mikado e. V.
2014,16,02,3168,297,Förderverein Modernes Lehren und Lernen in der Schule, Aus- und Weiterbildung - Modul e. V.
